,schoolshort,studentid,gradelevelduringadminyear,ell,lunch_recode,sped_recode,ethnicity_recode,pre_score,lexilelevel,interim_score
1407,SIMON,575953,12.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,865.0,between_6_yrs_fr,825.0
1408,BAXTER,575965,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1155.0,below_gl_1_3_yrs,1125.0
1409,NEUWIRTH,576133,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1050.0,below_gl_4_6_yrs,1095.0
1410,TENNENBAUM,576157,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,1300.0,college_ready,1285.0
1411,NEUWIRTH,576229,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1290.0,grade_level,1345.0
1412,BLOOMFIELD,576409,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1335.0,college_ready,1425.0
1413,BLOOMFIELD,576421,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1025.0,below_gl_4_6_yrs,1075.0
1414,NEUWIRTH,576445,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1095.0,below_gl_1_3_yrs,<built-in function zeros>
1415,BLOOMFIELD,576469,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,905.0,between_6_yrs_fr,960.0
1416,GERTZ,576505,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,885.0,below_gl_4_6_yrs,905.0
1417,OUCHI,576517,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1065.0,below_gl_1_3_yrs,1130.0
1418,BLOOMFIELD,576541,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,870.0,between_6_yrs_fr,825.0
1419,BLOOMFIELD,576553,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1245.0,grade_level,1255.0
1420,OUCHI,576577,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,680.0,between_6_yrs_fr,465.0
1421,OUCHI,576589,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1040.0,below_gl_4_6_yrs,1015.0
1422,MCKINZIE,576697,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,970.0,below_gl_1_3_yrs,995.0
1423,LEVINE,576733,12.0,EO,Paid,Non-Special Education,Hispanic or Latino,1380.0,college_ready,1420.0
1424,SMIDT,576793,10.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1240.0,college_ready,1285.0
1425,COLLINS,576805,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,975.0,below_gl_4_6_yrs,995.0
1426,COLLINS,576829,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,740.0,between_6_yrs_fr,810.0
1427,BURTON,576853,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1055.0,grade_level,1105.0
1428,LUSKIN,577033,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1025.0,below_gl_4_6_yrs,1050.0
1429,BURTON,577141,10.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1190.0,grade_level,1290.0
1430,OUCHI,577273,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,755.0,below_gl_4_6_yrs,735.0
1431,TENNENBAUM,577297,12.0,EO,Paid,Non-Special Education,Hispanic or Latino,1335.0,college_ready,1410.0
1432,BURTON,577309,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1110.0,below_gl_1_3_yrs,1160.0
1433,BAXTER,577345,12.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,685.0,between_6_yrs_fr,615.0
1434,NEUWIRTH,577429,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,665.0,between_6_yrs_fr,760.0
1435,NEUWIRTH,577453,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,845.0,below_gl_4_6_yrs,840.0
1436,LUSKIN,577489,12.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,150.0,foundational_reader,<built-in function zeros>
1437,OUCHI,577513,10.0,EO,Paid,Non-Special Education,Hispanic or Latino,1105.0,grade_level,1125.0
1438,MCKINZIE,577597,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,845.0,below_gl_4_6_yrs,970.0
1439,HEALTH,577609,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1050.0,grade_level,1055.0
1440,TAJIMA,577621,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,775.0,between_6_yrs_fr,580.0
1441,BURTON,577729,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,850.0,between_6_yrs_fr,910.0
1442,TAJIMA,577813,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,955.0,below_gl_4_6_yrs,930.0
1443,COLLINS,577873,9.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,620.0,between_6_yrs_fr,640.0
1444,LUSKIN,577933,12.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,555.0,between_6_yrs_fr,580.0
1445,LUSKIN,577945,12.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,665.0,between_6_yrs_fr,605.0
1446,SMIDT,577981,10.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,980.0,below_gl_1_3_yrs,1105.0
1447,NEUWIRTH,578029,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1220.0,college_ready,1305.0
1448,NEUWIRTH,578089,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,795.0,below_gl_4_6_yrs,885.0
1449,BLOOMFIELD,578221,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1205.0,grade_level,1230.0
1450,BLOOMFIELD,578233,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1230.0,grade_level,1255.0
1451,BLOOMFIELD,578245,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,965.0,below_gl_4_6_yrs,880.0
1452,BLOOMFIELD,578257,12.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,650.0,between_6_yrs_fr,575.0
1453,BLOOMFIELD,578269,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1080.0,below_gl_1_3_yrs,1025.0
1454,BLOOMFIELD,578281,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1115.0,below_gl_1_3_yrs,1170.0
1455,BLOOMFIELD,578401,12.0,EO,Free/Reduced,Special Education,Hispanic or Latino,1220.0,grade_level,1240.0
1456,BLOOMFIELD,578413,12.0,EO,Paid,Non-Special Education,Hispanic or Latino,1315.0,college_ready,1375.0
1457,OUCHI,578473,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1280.0,college_ready,1350.0
1458,NEUWIRTH,578509,10.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,820.0,below_gl_4_6_yrs,715.0
1459,BURTON,578533,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1575.0,college_ready,1550.0
1460,TENNENBAUM,578569,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,720.0,between_6_yrs_fr,725.0
1461,BURTON,578605,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1285.0,grade_level,1150.0
1462,NEUWIRTH,578617,10.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,840.0,below_gl_4_6_yrs,905.0
1463,LUSKIN,578725,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1210.0,grade_level,1230.0
1464,LUSKIN,578737,12.0,EO,Free/Reduced,Non-Special Education,Black or African American,1130.0,below_gl_1_3_yrs,1250.0
1465,TENNENBAUM,578749,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,900.0,between_6_yrs_fr,935.0
1466,ODONOVAN,583153,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,690.0,below_gl_4_6_yrs,750.0
1467,ODONOVAN,583165,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,475.0,between_6_yrs_fr,565.0
1468,ODONOVAN,583177,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,940.0,below_gl_1_3_yrs,875.0
1469,ODONOVAN,583189,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1070.0,grade_level,1110.0
1470,ODONOVAN,583201,8.0,EO,Free/Reduced,Non-Special Education,Black or African American,995.0,below_gl_1_3_yrs,995.0
1471,ODONOVAN,583213,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,795.0,below_gl_4_6_yrs,790.0
1472,ODONOVAN,583225,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,800.0,below_gl_4_6_yrs,920.0
1473,ODONOVAN,583237,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,995.0,below_gl_1_3_yrs,1030.0
1474,ODONOVAN,583249,8.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,640.0,between_6_yrs_fr,755.0
1475,ODONOVAN,583261,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,835.0,below_gl_4_6_yrs,900.0
1476,ODONOVAN,583273,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,765.0,below_gl_4_6_yrs,830.0
1477,ODONOVAN,583285,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,865.0,below_gl_1_3_yrs,880.0
1478,ODONOVAN,583297,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,620.0,between_6_yrs_fr,720.0
1479,OUCHI,247645,10.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1015.0,below_gl_1_3_yrs,1065.0
1480,OUCHI,251965,10.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1155.0,grade_level,1265.0
1481,ODONOVAN,583309,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,955.0,below_gl_1_3_yrs,965.0
1482,ODONOVAN,583321,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,970.0,below_gl_1_3_yrs,950.0
1483,ODONOVAN,583333,8.0,EL,Paid,Special Education,Hispanic or Latino,570.0,between_6_yrs_fr,560.0
1484,ODONOVAN,583345,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,810.0,below_gl_4_6_yrs,755.0
1485,ODONOVAN,583357,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,840.0,below_gl_4_6_yrs,840.0
1486,ODONOVAN,583369,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,655.0,between_6_yrs_fr,760.0
1487,ODONOVAN,583381,8.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,890.0,below_gl_1_3_yrs,910.0
1488,ODONOVAN,583393,8.0,EL,Free/Reduced,Special Education,Hispanic or Latino,625.0,between_6_yrs_fr,620.0
1489,ODONOVAN,583405,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,620.0,between_6_yrs_fr,610.0
1490,ODONOVAN,583417,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,530.0,between_6_yrs_fr,610.0
1491,ODONOVAN,583429,8.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1075.0,grade_level,1030.0
1492,ODONOVAN,583441,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,900.0,below_gl_1_3_yrs,1025.0
1493,ODONOVAN,583453,8.0,EL,Paid,Non-Special Education,Hispanic or Latino,555.0,between_6_yrs_fr,630.0
1494,ODONOVAN,583465,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,760.0,below_gl_4_6_yrs,830.0
1495,ODONOVAN,583501,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,745.0,below_gl_4_6_yrs,825.0
1496,ODONOVAN,583537,8.0,IFEP,Paid,Non-Special Education,Hispanic or Latino,935.0,below_gl_1_3_yrs,1060.0
1497,ODONOVAN,583549,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,565.0,between_6_yrs_fr,590.0
1498,ODONOVAN,583561,8.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1005.0,below_gl_1_3_yrs,985.0
1499,ODONOVAN,583573,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1030.0,grade_level,1095.0
1500,ODONOVAN,583585,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,815.0,below_gl_4_6_yrs,960.0
1501,ODONOVAN,583597,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1150.0,college_ready,1185.0
1502,ODONOVAN,583609,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,830.0,below_gl_4_6_yrs,920.0
1503,ODONOVAN,583621,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1030.0,grade_level,1130.0
1504,CRMA8,583633,8.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,810.0,below_gl_4_6_yrs,870.0
1505,ODONOVAN,583645,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,530.0,between_6_yrs_fr,550.0
1506,ODONOVAN,583669,8.0,EL,Paid,Special Education,Hispanic or Latino,680.0,below_gl_4_6_yrs,730.0
1507,ODONOVAN,583681,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,525.0,between_6_yrs_fr,455.0
1508,ODONOVAN,583693,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1085.0,grade_level,1155.0
1509,ODONOVAN,583717,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,960.0,below_gl_1_3_yrs,950.0
1510,ODONOVAN,583729,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,840.0,below_gl_4_6_yrs,880.0
1511,ODONOVAN,583741,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,670.0,between_6_yrs_fr,700.0
1512,ODONOVAN,583753,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,800.0,below_gl_4_6_yrs,910.0
1513,ODONOVAN,583777,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1260.0,college_ready,1290.0
1514,ODONOVAN,583789,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,975.0,below_gl_1_3_yrs,900.0
1515,ODONOVAN,583801,8.0,EO,Paid,Non-Special Education,Hispanic or Latino,875.0,below_gl_1_3_yrs,945.0
1516,ODONOVAN,583813,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,950.0,below_gl_1_3_yrs,1110.0
1517,ODONOVAN,583849,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,660.0,between_6_yrs_fr,590.0
1518,ODONOVAN,583861,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,890.0,below_gl_1_3_yrs,725.0
1519,ODONOVAN,583873,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,525.0,between_6_yrs_fr,610.0
1520,ODONOVAN,583897,8.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,685.0,below_gl_4_6_yrs,790.0
1521,ODONOVAN,583909,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1040.0,grade_level,1005.0
1522,ODONOVAN,583933,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,830.0,below_gl_4_6_yrs,920.0
1523,ODONOVAN,583993,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,810.0,below_gl_4_6_yrs,790.0
1524,ODONOVAN,584005,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1000.0,below_gl_1_3_yrs,1135.0
1525,ODONOVAN,584017,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,755.0,below_gl_4_6_yrs,865.0
1526,ODONOVAN,584029,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,860.0,below_gl_1_3_yrs,725.0
1527,ODONOVAN,584053,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,580.0,between_6_yrs_fr,705.0
1528,ODONOVAN,584065,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,780.0,below_gl_4_6_yrs,860.0
1529,ODONOVAN,584077,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,750.0,below_gl_4_6_yrs,745.0
1530,ODONOVAN,584089,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,920.0,below_gl_1_3_yrs,885.0
1531,ODONOVAN,584101,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1145.0,college_ready,1190.0
1532,ODONOVAN,584113,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,860.0,below_gl_1_3_yrs,930.0
1533,ODONOVAN,584125,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,925.0,below_gl_1_3_yrs,970.0
1534,ODONOVAN,584137,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,705.0,below_gl_4_6_yrs,695.0
1535,ODONOVAN,584161,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,830.0,below_gl_4_6_yrs,880.0
1536,ODONOVAN,584185,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,875.0,below_gl_1_3_yrs,970.0
1537,ODONOVAN,584197,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,750.0,below_gl_4_6_yrs,825.0
1538,ODONOVAN,584209,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,840.0,below_gl_4_6_yrs,920.0
1539,ODONOVAN,584221,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,885.0,below_gl_1_3_yrs,850.0
1540,ODONOVAN,584233,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,885.0,below_gl_1_3_yrs,930.0
1541,ODONOVAN,584245,8.0,EO,Free/Reduced,Non-Special Education,Black or African American,445.0,between_6_yrs_fr,635.0
1542,ODONOVAN,584257,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,555.0,between_6_yrs_fr,545.0
1543,ODONOVAN,584269,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1275.0,college_ready,1180.0
1544,ODONOVAN,584281,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1000.0,below_gl_1_3_yrs,1075.0
1545,ODONOVAN,584305,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,980.0,below_gl_1_3_yrs,1060.0
1546,ODONOVAN,584317,8.0,EL,Free/Reduced,Special Education,Hispanic or Latino,410.0,foundational_reader,500.0
1547,ODONOVAN,584341,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1030.0,grade_level,1085.0
1548,ALMA,584353,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,850.0,below_gl_1_3_yrs,905.0
1549,ODONOVAN,584365,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,905.0,below_gl_1_3_yrs,1000.0
1550,ODONOVAN,584377,8.0,EO,Paid,Non-Special Education,Black or African American,860.0,below_gl_1_3_yrs,935.0
1551,ODONOVAN,584389,8.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1160.0,college_ready,1130.0
1552,ODONOVAN,584401,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,980.0,below_gl_1_3_yrs,1065.0
1553,ODONOVAN,584413,8.0,EO,Paid,Non-Special Education,Hispanic or Latino,815.0,below_gl_4_6_yrs,755.0
1554,ODONOVAN,584425,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,920.0,below_gl_1_3_yrs,1070.0
1555,ODONOVAN,584437,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,945.0,below_gl_1_3_yrs,960.0
1556,ODONOVAN,584449,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,845.0,below_gl_1_3_yrs,905.0
1557,ODONOVAN,584461,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,755.0,below_gl_4_6_yrs,825.0
1558,ODONOVAN,584497,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1165.0,college_ready,1220.0
1559,ODONOVAN,584509,8.0,EL,Free/Reduced,Special Education,Hispanic or Latino,355.0,foundational_reader,530.0
1560,ODONOVAN,584533,8.0,EL,Paid,Non-Special Education,Hispanic or Latino,670.0,between_6_yrs_fr,290.0
1561,ODONOVAN,584545,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,905.0,below_gl_1_3_yrs,975.0
1562,ODONOVAN,584557,8.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1100.0,college_ready,1145.0
1563,ODONOVAN,584569,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1120.0,college_ready,1230.0
1564,ODONOVAN,584581,8.0,EL,Paid,Special Education,Hispanic or Latino,430.0,between_6_yrs_fr,490.0
1565,ODONOVAN,584593,8.0,IFEP,Free/Reduced,Special Education,Hispanic or Latino,825.0,below_gl_4_6_yrs,855.0
1566,ODONOVAN,584605,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,910.0,below_gl_1_3_yrs,980.0
1567,ODONOVAN,584617,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,555.0,between_6_yrs_fr,560.0
1568,ODONOVAN,584629,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1000.0,below_gl_1_3_yrs,1085.0
1569,ODONOVAN,584641,8.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,665.0,between_6_yrs_fr,630.0
1570,ALMA,584653,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,990.0,below_gl_1_3_yrs,1010.0
1571,ODONOVAN,584665,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,800.0,below_gl_4_6_yrs,860.0
1572,ODONOVAN,584677,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,955.0,below_gl_1_3_yrs,930.0
1573,ODONOVAN,584701,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1100.0,college_ready,1150.0
1574,ODONOVAN,584713,8.0,EO,Free/Reduced,Special Education,Black or African American,865.0,below_gl_1_3_yrs,900.0
1575,ODONOVAN,584725,8.0,EO,Free/Reduced,Non-Special Education,Black or African American,710.0,below_gl_4_6_yrs,900.0
1576,ODONOVAN,584773,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,640.0,between_6_yrs_fr,710.0
1577,ODONOVAN,584785,8.0,EO,Free/Reduced,Non-Special Education,Black or African American,1145.0,college_ready,1170.0
1578,ODONOVAN,584797,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,585.0,between_6_yrs_fr,590.0
1579,ODONOVAN,584809,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,870.0,below_gl_1_3_yrs,900.0
1580,ODONOVAN,584821,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,695.0,below_gl_4_6_yrs,625.0
1581,ODONOVAN,584833,8.0,EO,Free/Reduced,Non-Special Education,Black or African American,780.0,below_gl_4_6_yrs,820.0
1582,ODONOVAN,584845,8.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1070.0,grade_level,1165.0
1583,ODONOVAN,584857,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,810.0,below_gl_4_6_yrs,830.0
1584,ODONOVAN,584893,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1040.0,grade_level,1080.0
1585,ODONOVAN,584905,8.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,800.0,below_gl_4_6_yrs,940.0
1586,ODONOVAN,584929,8.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,435.0,between_6_yrs_fr,540.0
1587,ODONOVAN,584941,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,850.0,below_gl_1_3_yrs,905.0
1588,ODONOVAN,584965,8.0,EO,Paid,Special Education,Hispanic or Latino,450.0,between_6_yrs_fr,430.0
1589,ODONOVAN,584977,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,830.0,below_gl_4_6_yrs,860.0
1590,ODONOVAN,585049,8.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,695.0,below_gl_4_6_yrs,790.0
1591,ODONOVAN,585073,8.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,670.0,between_6_yrs_fr,725.0
1592,MCKINZIE,585085,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,785.0,between_6_yrs_fr,795.0
1593,SMASS,585121,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1215.0,grade_level,1270.0
1594,MCKINZIE,585133,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,730.0,between_6_yrs_fr,765.0
1595,MCKINZIE,585145,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1060.0,below_gl_1_3_yrs,1085.0
1596,MCKINZIE,585157,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,780.0,between_6_yrs_fr,915.0
1597,MCKINZIE,585181,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1035.0,below_gl_4_6_yrs,1110.0
1598,MCKINZIE,585217,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,975.0,below_gl_4_6_yrs,995.0
1599,MCKINZIE,585229,11.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,625.0,between_6_yrs_fr,795.0
1600,MCKINZIE,585277,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,710.0,between_6_yrs_fr,745.0
1601,MCKINZIE,585289,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1270.0,grade_level,1245.0
1602,MCKINZIE,585313,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,900.0,between_6_yrs_fr,790.0
1603,MCKINZIE,585325,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1150.0,below_gl_1_3_yrs,1080.0
1604,MCKINZIE,585337,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,885.0,between_6_yrs_fr,1005.0
1605,MCKINZIE,585349,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,825.0,between_6_yrs_fr,800.0
1606,MCKINZIE,585361,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1080.0,below_gl_1_3_yrs,1050.0
1607,MCKINZIE,585373,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1240.0,grade_level,1180.0
1608,MCKINZIE,585397,11.0,EL,Paid,Special Education,Hispanic or Latino,785.0,between_6_yrs_fr,855.0
1609,MCKINZIE,585409,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1105.0,below_gl_1_3_yrs,1100.0
1610,MCKINZIE,585421,11.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,590.0,between_6_yrs_fr,600.0
1611,MCKINZIE,585433,11.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,1020.0,below_gl_4_6_yrs,1045.0
1612,MCKINZIE,585457,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,900.0,between_6_yrs_fr,955.0
1613,MCKINZIE,585493,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,865.0,between_6_yrs_fr,880.0
1614,MCKINZIE,585505,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,795.0,between_6_yrs_fr,860.0
